Localidades;Periodos;EmpregosFormais ;EmpregosFormaisdeHomens ;EmpregosFormaisdeMulheres ;Cód. IBGE
Adamantina;2013;8936;4646;4290;3500105
Adamantina;2014;9312;4756;4556;3500105
Adamantina;2015;9477;4866;4611;3500105
Adamantina;2016;9716;5034;4682;3500105
Adamantina;2017;10194;5331;4863;3500105
Adolfo;2013;816;490;326;3500204
Adolfo;2014;870;493;377;3500204
Adolfo;2015;815;477;338;3500204
Adolfo;2016;835;483;352;3500204
Adolfo;2017;858;499;359;3500204
Aguaí;2013;6289;3947;2342;3500303
Aguaí;2014;6612;4140;2472;3500303
Aguaí;2015;7726;4889;2837;3500303
Aguaí;2016;6576;4121;2455;3500303
Aguaí;2017;6966;4357;2609;3500303
Águas da Prata;2013;956;586;370;3500402
Águas da Prata;2014;959;579;380;3500402
Águas da Prata;2015;995;566;429;3500402
Águas da Prata;2016;962;546;416;3500402
Águas da Prata;2017;994;544;450;3500402
Águas de Lindóia;2013;4663;2498;2165;3500501
Águas de Lindóia;2014;4802;2565;2237;3500501
Águas de Lindóia;2015;5019;2700;2319;3500501
Águas de Lindóia;2016;4690;2455;2235;3500501
Águas de Lindóia;2017;4712;2601;2111;3500501
Águas de Santa Bárbara;2013;1287;765;522;3500550
Águas de Santa Bárbara;2014;1534;959;575;3500550
Águas de Santa Bárbara;2015;1654;1040;614;3500550
Águas de Santa Bárbara;2016;1400;885;515;3500550
Águas de Santa Bárbara;2017;1387;891;496;3500550
Águas de São Pedro;2013;1366;679;687;3500600
Águas de São Pedro;2014;1462;714;748;3500600
Águas de São Pedro;2015;1268;590;678;3500600
Águas de São Pedro;2016;1346;658;688;3500600
Águas de São Pedro;2017;1429;688;741;3500600
Agudos;2013;8660;5110;3550;3500709
Agudos;2014;8305;4916;3389;3500709
Agudos;2015;8642;4987;3655;3500709
Agudos;2016;8461;4879;3582;3500709
Agudos;2017;8545;4916;3629;3500709
Alambari;2013;822;444;378;3500758
Alambari;2014;871;456;415;3500758
Alambari;2015;862;458;404;3500758
Alambari;2016;904;502;402;3500758
Alambari;2017;968;525;443;3500758
Alfredo Marcondes;2013;829;544;285;3500808
Alfredo Marcondes;2014;815;522;293;3500808
Alfredo Marcondes;2015;786;499;287;3500808
Alfredo Marcondes;2016;800;476;324;3500808
Alfredo Marcondes;2017;906;542;364;3500808
Altair;2013;688;500;188;3500907
Altair;2014;688;481;207;3500907
Altair;2015;638;451;187;3500907
Altair;2016;654;471;183;3500907
Altair;2017;704;519;185;3500907
Altinópolis;2013;3856;2526;1330;3501004
Altinópolis;2014;3789;2446;1343;3501004
Altinópolis;2015;4043;2689;1354;3501004
Altinópolis;2016;4036;2703;1333;3501004
Altinópolis;2017;4048;2685;1363;3501004
Alto Alegre;2013;716;357;359;3501103
Alto Alegre;2014;751;349;402;3501103
Alto Alegre;2015;543;322;221;3501103
Alto Alegre;2016;541;307;234;3501103
Alto Alegre;2017;532;295;237;3501103
Alumínio;2013;7123;5741;1382;3501152
Alumínio;2014;6893;5479;1414;3501152
Alumínio;2015;6479;5132;1347;3501152
Alumínio;2016;6427;5121;1306;3501152
Alumínio;2017;6305;5038;1267;3501152
Álvares Florence;2013;901;616;285;3501202
Álvares Florence;2014;672;370;302;3501202
Álvares Florence;2015;651;344;307;3501202
Álvares Florence;2016;618;321;297;3501202
Álvares Florence;2017;507;250;257;3501202
Álvares Machado;2013;3305;1877;1428;3501301
Álvares Machado;2014;3413;1924;1489;3501301
Álvares Machado;2015;3580;1949;1631;3501301
Álvares Machado;2016;3483;1967;1516;3501301
Álvares Machado;2017;3375;2039;1336;3501301
Álvaro de Carvalho;2013;359;188;171;3501400
Álvaro de Carvalho;2014;433;218;215;3501400
Álvaro de Carvalho;2015;418;227;191;3501400
Álvaro de Carvalho;2016;381;212;169;3501400
Álvaro de Carvalho;2017;400;213;187;3501400
Alvinlândia;2013;374;231;143;3501509
Alvinlândia;2014;370;227;143;3501509
Alvinlândia;2015;333;199;134;3501509
Alvinlândia;2016;363;215;148;3501509
Alvinlândia;2017;349;218;131;3501509
Americana;2013;82334;45365;36969;3501608
Americana;2014;80758;44905;35853;3501608
Americana;2015;76611;42111;34500;3501608
Americana;2016;72890;40196;32694;3501608
Americana;2017;71840;39751;32089;3501608
Américo Brasiliense;2013;8837;6391;2446;3501707
Américo Brasiliense;2014;8693;6182;2511;3501707
Américo Brasiliense;2015;8601;6050;2551;3501707
Américo Brasiliense;2016;8582;6032;2550;3501707
Américo Brasiliense;2017;9443;6370;3073;3501707
Américo de Campos;2013;502;276;226;3501806
Américo de Campos;2014;613;298;315;3501806
Américo de Campos;2015;607;287;320;3501806
Américo de Campos;2016;574;271;303;3501806
Américo de Campos;2017;568;258;310;3501806
Amparo;2013;25587;14507;11080;3501905
Amparo;2014;25896;14798;11098;3501905
Amparo;2015;24998;14078;10920;3501905
Amparo;2016;24374;13415;10959;3501905
Amparo;2017;24510;13545;10965;3501905
Analândia;2013;1020;658;362;3502002
Analândia;2014;998;645;353;3502002
Analândia;2015;1039;684;355;3502002
Analândia;2016;981;651;330;3502002
Analândia;2017;984;649;335;3502002
Andradina;2013;14444;8118;6326;3502101
Andradina;2014;14653;8227;6426;3502101
Andradina;2015;15149;8940;6209;3502101
Andradina;2016;14667;8527;6140;3502101
Andradina;2017;14775;8589;6186;3502101
Angatuba;2013;4917;3055;1862;3502200
Angatuba;2014;5200;3198;2002;3502200
Angatuba;2015;5729;3567;2162;3502200
Angatuba;2016;5030;3115;1915;3502200
Angatuba;2017;5166;3220;1946;3502200
Anhembi;2013;962;665;297;3502309
Anhembi;2014;888;592;296;3502309
Anhembi;2015;857;580;277;3502309
Anhembi;2016;788;521;267;3502309
Anhembi;2017;872;577;295;3502309
Anhumas;2013;520;281;239;3502408
Anhumas;2014;702;383;319;3502408
Anhumas;2015;568;294;274;3502408
Anhumas;2016;506;256;250;3502408
Anhumas;2017;501;233;268;3502408
Aparecida;2013;10456;5715;4741;3502507
Aparecida;2014;11145;5933;5212;3502507
Aparecida;2015;11747;6139;5608;3502507
Aparecida;2016;11750;6045;5705;3502507
Aparecida;2017;11528;5889;5639;3502507
Aparecida d'Oeste;2013;623;374;249;3502606
Aparecida d'Oeste;2014;632;383;249;3502606
Aparecida d'Oeste;2015;613;366;247;3502606
Aparecida d'Oeste;2016;612;374;238;3502606
Aparecida d'Oeste;2017;635;397;238;3502606
Apiaí;2013;5202;3017;2185;3502705
Apiaí;2014;5214;2936;2278;3502705
Apiaí;2015;5155;2916;2239;3502705
Apiaí;2016;4670;2658;2012;3502705
Apiaí;2017;4879;3090;1789;3502705
Aramina;2013;673;336;337;3503000
Aramina;2014;650;324;326;3503000
Aramina;2015;709;349;360;3503000
Aramina;2016;722;346;376;3503000
Aramina;2017;776;356;420;3503000
Arandu;2013;1358;866;492;3503109
Arandu;2014;1320;834;486;3503109
Arandu;2015;1523;974;549;3503109
Arandu;2016;1254;761;493;3503109
Arandu;2017;1328;886;442;3503109
Arapeí;2013;391;232;159;3503158
Arapeí;2014;396;232;164;3503158
Arapeí;2015;411;241;170;3503158
Arapeí;2016;373;220;153;3503158
Arapeí;2017;354;214;140;3503158
Araraquara;2013;75373;40676;34697;3503208
Araraquara;2014;77332;40451;36881;3503208
Araraquara;2015;75143;39011;36132;3503208
Araraquara;2016;74035;37259;36776;3503208
Araraquara;2017;72525;37000;35525;3503208
Araras;2013;38735;23806;14929;3503307
Araras;2014;38913;23722;15191;3503307
Araras;2015;37880;22885;14995;3503307
Araras;2016;36392;21790;14602;3503307
Araras;2017;37364;22371;14993;3503307
Araçariguama;2013;8196;5545;2651;3502754
Araçariguama;2014;8631;5728;2903;3502754
Araçariguama;2015;9301;6333;2968;3502754
Araçariguama;2016;9394;6433;2961;3502754
Araçariguama;2017;9622;6568;3054;3502754
Araçatuba;2013;54834;31924;22910;3502804
Araçatuba;2014;57103;32689;24414;3502804
Araçatuba;2015;55507;31636;23871;3502804
Araçatuba;2016;54027;30839;23188;3502804
Araçatuba;2017;53599;30604;22995;3502804
Araçoiaba da Serra;2013;5041;2993;2048;3502903
Araçoiaba da Serra;2014;5041;2853;2188;3502903
Araçoiaba da Serra;2015;5124;2864;2260;3502903
Araçoiaba da Serra;2016;4680;2560;2120;3502903
Araçoiaba da Serra;2017;4916;2640;2276;3502903
Arco-Íris;2013;286;172;114;3503356
Arco-Íris;2014;301;176;125;3503356
Arco-Íris;2015;278;167;111;3503356
Arco-Íris;2016;312;190;122;3503356
Arco-Íris;2017;308;188;120;3503356
Arealva;2013;1556;919;637;3503406
Arealva;2014;2098;1406;692;3503406
Arealva;2015;1306;782;524;3503406
Arealva;2016;1335;803;532;3503406
Arealva;2017;2082;1448;634;3503406
Areias;2013;504;327;177;3503505
Areias;2014;512;342;170;3503505
Areias;2015;544;357;187;3503505
Areias;2016;541;355;186;3503505
Areias;2017;556;367;189;3503505
Areiópolis;2013;1400;697;703;3503604
Areiópolis;2014;1199;555;644;3503604
Areiópolis;2015;1147;572;575;3503604
Areiópolis;2016;1094;516;578;3503604
Areiópolis;2017;1017;483;534;3503604
Ariranha;2013;4478;3535;943;3503703
Ariranha;2014;4067;3232;835;3503703
Ariranha;2015;4094;3147;947;3503703
Ariranha;2016;3977;3164;813;3503703
Ariranha;2017;3902;3113;789;3503703
Artur Nogueira;2013;11039;5140;5899;3503802
Artur Nogueira;2014;10619;5086;5533;3503802
Artur Nogueira;2015;11558;5338;6220;3503802
Artur Nogueira;2016;9405;4503;4902;3503802
Artur Nogueira;2017;10857;5053;5804;3503802
Arujá;2013;21729;13891;7838;3503901
Arujá;2014;23334;14744;8590;3503901
Arujá;2015;22783;14189;8594;3503901
Arujá;2016;22207;13671;8536;3503901
Arujá;2017;22354;13927;8427;3503901
Aspásia;2013;240;133;107;3503950
Aspásia;2014;243;130;113;3503950
Aspásia;2015;236;122;114;3503950
Aspásia;2016;217;115;102;3503950
Aspásia;2017;228;108;120;3503950
Assis;2013;23781;13856;9925;3504008
Assis;2014;24596;14211;10385;3504008
Assis;2015;23560;13296;10264;3504008
Assis;2016;21579;12008;9571;3504008
Assis;2017;21222;11662;9560;3504008
Atibaia;2013;39206;21902;17304;3504107
Atibaia;2014;39990;22402;17588;3504107
Atibaia;2015;39857;21775;18082;3504107
Atibaia;2016;38871;20983;17888;3504107
Atibaia;2017;39106;20891;18215;3504107
Auriflama;2013;3340;1486;1854;3504206
Auriflama;2014;3296;1475;1821;3504206
Auriflama;2015;3088;1403;1685;3504206
Auriflama;2016;2854;1247;1607;3504206
Auriflama;2017;2680;1188;1492;3504206
Avaí;2013;1636;738;898;3504305
Avaí;2014;1462;674;788;3504305
Avaí;2015;1094;654;440;3504305
Avaí;2016;963;542;421;3504305
Avaí;2017;1160;662;498;3504305
Avanhandava;2013;1941;1311;630;3504404
Avanhandava;2014;1810;1175;635;3504404
Avanhandava;2015;1949;1294;655;3504404
Avanhandava;2016;1954;1325;629;3504404
Avanhandava;2017;1955;1328;627;3504404
Avaré;2013;21392;11334;10058;3504503
Avaré;2014;21386;11401;9985;3504503
Avaré;2015;22237;11778;10459;3504503
Avaré;2016;21455;11087;10368;3504503
Avaré;2017;21947;11609;10338;3504503
Bady Bassitt;2013;3509;2298;1211;3504602
Bady Bassitt;2014;3589;2394;1195;3504602
Bady Bassitt;2015;3427;2143;1284;3504602
Bady Bassitt;2016;2979;1853;1126;3504602
Bady Bassitt;2017;2763;1596;1167;3504602
Balbinos;2013;386;179;207;3504701
Balbinos;2014;433;203;230;3504701
Balbinos;2015;422;196;226;3504701
Balbinos;2016;400;183;217;3504701
Balbinos;2017;389;183;206;3504701
Bálsamo;2013;1562;1124;438;3504800
Bálsamo;2014;1461;1007;454;3504800
Bálsamo;2015;1426;963;463;3504800
Bálsamo;2016;1301;885;416;3504800
Bálsamo;2017;1415;997;418;3504800
Bananal;2013;1890;1294;596;3504909
Bananal;2014;2024;1429;595;3504909
Bananal;2015;2136;1552;584;3504909
Bananal;2016;1930;1377;553;3504909
Bananal;2017;1843;1219;624;3504909
Barão de Antonina;2013;512;260;252;3505005
Barão de Antonina;2014;569;301;268;3505005
Barão de Antonina;2015;530;282;248;3505005
Barão de Antonina;2016;592;303;289;3505005
Barão de Antonina;2017;558;286;272;3505005
Barbosa;2013;929;445;484;3505104
Barbosa;2014;998;465;533;3505104
Barbosa;2015;785;383;402;3505104
Barbosa;2016;732;359;373;3505104
Barbosa;2017;621;286;335;3505104
Bariri;2013;9105;5788;3317;3505203
Bariri;2014;9288;5904;3384;3505203
Bariri;2015;8856;5641;3215;3505203
Bariri;2016;8973;5595;3378;3505203
Bariri;2017;9198;5693;3505;3505203
Barra Bonita;2013;13339;8723;4616;3505302
Barra Bonita;2014;12855;8362;4493;3505302
Barra Bonita;2015;12105;7953;4152;3505302
Barra Bonita;2016;11418;7465;3953;3505302
Barra Bonita;2017;11595;7796;3799;3505302
Barra do Chapéu;2013;641;398;243;3505351
Barra do Chapéu;2014;631;405;226;3505351
Barra do Chapéu;2015;557;361;196;3505351
Barra do Chapéu;2016;580;372;208;3505351
Barra do Chapéu;2017;676;428;248;3505351
Barra do Turvo;2013;692;346;346;3505401
Barra do Turvo;2014;652;317;335;3505401
Barra do Turvo;2015;632;319;313;3505401
Barra do Turvo;2016;618;303;315;3505401
Barra do Turvo;2017;646;313;333;3505401
Barretos;2013;32975;18103;14872;3505500
Barretos;2014;33896;18349;15547;3505500
Barretos;2015;34593;19143;15450;3505500
Barretos;2016;33627;18666;14961;3505500
Barretos;2017;31634;17136;14498;3505500
Barrinha;2013;3972;2400;1572;3505609
Barrinha;2014;3815;2263;1552;3505609
Barrinha;2015;3886;2354;1532;3505609
Barrinha;2016;3765;2304;1461;3505609
Barrinha;2017;3735;2250;1485;3505609
Barueri;2013;258584;140026;118558;3505708
Barueri;2014;262968;140542;122426;3505708
Barueri;2015;263246;140989;122257;3505708
Barueri;2016;254677;132244;122433;3505708
Barueri;2017;251834;133540;118294;3505708
Bastos;2013;6645;3776;2869;3505807
Bastos;2014;6639;3807;2832;3505807
Bastos;2015;7666;4493;3173;3505807
Bastos;2016;6870;3954;2916;3505807
Bastos;2017;7173;4144;3029;3505807
Batatais;2013;17043;10530;6513;3505906
Batatais;2014;16760;10333;6427;3505906
Batatais;2015;15535;9219;6316;3505906
Batatais;2016;15223;9042;6181;3505906
Batatais;2017;15683;9366;6317;3505906
Bauru;2013;129238;74181;55057;3506003
Bauru;2014;130805;74694;56111;3506003
Bauru;2015;125753;71044;54709;3506003
Bauru;2016;120854;68643;52211;3506003
Bauru;2017;121528;69414;52114;3506003
Bebedouro;2013;24496;15141;9355;3506102
Bebedouro;2014;27038;16445;10593;3506102
Bebedouro;2015;27938;17341;10597;3506102
Bebedouro;2016;24479;14891;9588;3506102
Bebedouro;2017;28549;18075;10474;3506102
Bento de Abreu;2013;816;580;236;3506201
Bento de Abreu;2014;820;611;209;3506201
Bento de Abreu;2015;925;673;252;3506201
Bento de Abreu;2016;842;622;220;3506201
Bento de Abreu;2017;919;694;225;3506201
Bernardino de Campos;2013;2295;1312;983;3506300
Bernardino de Campos;2014;2386;1313;1073;3506300
Bernardino de Campos;2015;2306;1240;1066;3506300
Bernardino de Campos;2016;2023;1157;866;3506300
Bernardino de Campos;2017;2100;1191;909;3506300
Bertioga;2013;12769;8043;4726;3506359
Bertioga;2014;12320;7629;4691;3506359
Bertioga;2015;12660;7891;4769;3506359
Bertioga;2016;12398;7671;4727;3506359
Bertioga;2017;12785;7875;4910;3506359
Bilac;2013;1563;939;624;3506409
Bilac;2014;1560;953;607;3506409
Bilac;2015;1587;1008;579;3506409
Bilac;2016;1478;930;548;3506409
Bilac;2017;1414;912;502;3506409
Birigui;2013;37893;18871;19022;3506508
Birigui;2014;37584;18599;18985;3506508
Birigui;2015;34076;16988;17088;3506508
Birigui;2016;33522;16892;16630;3506508
Birigui;2017;33181;16606;16575;3506508
Biritiba-Mirim;2013;4080;2289;1791;3506607
Biritiba-Mirim;2014;3935;2112;1823;3506607
Biritiba-Mirim;2015;3930;2085;1845;3506607
Biritiba-Mirim;2016;3873;2081;1792;3506607
Biritiba-Mirim;2017;3985;2165;1820;3506607
Boa Esperança do Sul;2013;5298;3510;1788;3506706
Boa Esperança do Sul;2014;4959;3203;1756;3506706
Boa Esperança do Sul;2015;5006;3247;1759;3506706
Boa Esperança do Sul;2016;4665;3096;1569;3506706
Boa Esperança do Sul;2017;2745;1664;1081;3506706
Bocaina;2013;4346;2877;1469;3506805
Bocaina;2014;3538;2233;1305;3506805
Bocaina;2015;3156;2047;1109;3506805
Bocaina;2016;3224;2182;1042;3506805
Bocaina;2017;2196;1218;978;3506805
Bofete;2013;1653;1000;653;3506904
Bofete;2014;1676;1012;664;3506904
Bofete;2015;1850;1184;666;3506904
Bofete;2016;1815;1148;667;3506904
Bofete;2017;1899;1263;636;3506904
Boituva;2013;21127;13136;7991;3507001
Boituva;2014;19664;11949;7715;3507001
Boituva;2015;22215;13870;8345;3507001
Boituva;2016;21232;13160;8072;3507001
Boituva;2017;23005;14430;8575;3507001
Bom Jesus dos Perdões;2013;4531;2760;1771;3507100
Bom Jesus dos Perdões;2014;4478;2619;1859;3507100
Bom Jesus dos Perdões;2015;5219;3223;1996;3507100
Bom Jesus dos Perdões;2016;4873;3003;1870;3507100
Bom Jesus dos Perdões;2017;4913;3055;1858;3507100
Bom Sucesso de Itararé;2013;544;394;150;3507159
Bom Sucesso de Itararé;2014;544;371;173;3507159
Bom Sucesso de Itararé;2015;572;369;203;3507159
Bom Sucesso de Itararé;2016;484;301;183;3507159
Bom Sucesso de Itararé;2017;508;324;184;3507159
Borá;2013;1760;1440;320;3507209
Borá;2014;1555;1271;284;3507209
Borá;2015;1501;1240;261;3507209
Borá;2016;1369;1140;229;3507209
Borá;2017;1079;862;217;3507209
Boracéia;2013;1342;862;480;3507308
Boracéia;2014;1323;880;443;3507308
Boracéia;2015;1171;771;400;3507308
Boracéia;2016;1216;826;390;3507308
Boracéia;2017;1282;912;370;3507308
Borborema;2013;2961;1539;1422;3507407
Borborema;2014;2986;1540;1446;3507407
Borborema;2015;2907;1556;1351;3507407
Borborema;2016;2767;1502;1265;3507407
Borborema;2017;2877;1555;1322;3507407
Borebi;2013;763;431;332;3507456
Borebi;2014;746;407;339;3507456
Borebi;2015;666;380;286;3507456
Borebi;2016;659;385;274;3507456
Borebi;2017;655;390;265;3507456
Botucatu;2013;41382;24515;16867;3507506
Botucatu;2014;41687;24640;17047;3507506
Botucatu;2015;41184;23513;17671;3507506
Botucatu;2016;38950;21775;17175;3507506
Botucatu;2017;39415;22365;17050;3507506
Bragança Paulista;2013;42578;22724;19854;3507605
Bragança Paulista;2014;43186;22928;20258;3507605
Bragança Paulista;2015;42494;22567;19927;3507605
Bragança Paulista;2016;43033;22695;20338;3507605
Bragança Paulista;2017;43297;23094;20203;3507605
Braúna;2013;629;327;302;3507704
Braúna;2014;634;321;313;3507704
Braúna;2015;617;331;286;3507704
Braúna;2016;516;292;224;3507704
Braúna;2017;510;294;216;3507704
Brejo Alegre;2013;2733;2402;331;3507753
Brejo Alegre;2014;5469;4962;507;3507753
Brejo Alegre;2015;2044;1792;252;3507753
Brejo Alegre;2016;1912;1678;234;3507753
Brejo Alegre;2017;1472;1248;224;3507753
Brodowski;2013;4525;2322;2203;3507803
Brodowski;2014;4863;2491;2372;3507803
Brodowski;2015;5087;2813;2274;3507803
Brodowski;2016;4946;2666;2280;3507803
Brodowski;2017;4983;2579;2404;3507803
Brotas;2013;7461;4920;2541;3507902
Brotas;2014;6737;4142;2595;3507902
Brotas;2015;7545;4901;2644;3507902
Brotas;2016;6634;4145;2489;3507902
Brotas;2017;5895;3467;2428;3507902
Buri;2013;3891;2567;1324;3508009
Buri;2014;4083;2678;1405;3508009
Buri;2015;4149;2782;1367;3508009
Buri;2016;4159;2810;1349;3508009
Buri;2017;4579;3066;1513;3508009
Buritama;2013;2807;1511;1296;3508108
Buritama;2014;4171;2617;1554;3508108
Buritama;2015;4164;2841;1323;3508108
Buritama;2016;4137;2860;1277;3508108
Buritama;2017;4108;2762;1346;3508108
Buritizal;2013;1744;1418;326;3508207
Buritizal;2014;1701;1353;348;3508207
Buritizal;2015;1742;1416;326;3508207
Buritizal;2016;1745;1440;305;3508207
Buritizal;2017;1711;1419;292;3508207
Cabrália Paulista;2013;835;545;290;3508306
Cabrália Paulista;2014;1027;587;440;3508306
Cabrália Paulista;2015;998;592;406;3508306
Cabrália Paulista;2016;969;600;369;3508306
Cabrália Paulista;2017;958;623;335;3508306
Cabreúva;2013;14695;8959;5736;3508405
Cabreúva;2014;14747;8983;5764;3508405
Cabreúva;2015;14319;8742;5577;3508405
Cabreúva;2016;14038;8703;5335;3508405
Cabreúva;2017;13804;8534;5270;3508405
Cachoeira Paulista;2013;5571;2947;2624;3508603
Cachoeira Paulista;2014;5692;3055;2637;3508603
Cachoeira Paulista;2015;5845;3127;2718;3508603
Cachoeira Paulista;2016;5338;2774;2564;3508603
Cachoeira Paulista;2017;5318;2736;2582;3508603
Caconde;2013;2134;1262;872;3508702
Caconde;2014;2297;1350;947;3508702
Caconde;2015;2242;1314;928;3508702
Caconde;2016;2088;1246;842;3508702
Caconde;2017;2142;1229;913;3508702
Cafelândia;2013;3696;2158;1538;3508801
Cafelândia;2014;3636;2031;1605;3508801
Cafelândia;2015;3621;2169;1452;3508801
Cafelândia;2016;3662;2075;1587;3508801
Cafelândia;2017;3927;2407;1520;3508801
Caiabu;2013;358;157;201;3508900
Caiabu;2014;424;208;216;3508900
Caiabu;2015;373;159;214;3508900
Caiabu;2016;371;154;217;3508900
Caiabu;2017;354;155;199;3508900
Caieiras;2013;23586;15505;8081;3509007
Caieiras;2014;23556;15526;8030;3509007
Caieiras;2015;23492;15114;8378;3509007
Caieiras;2016;18601;11824;6777;3509007
Caieiras;2017;20415;13223;7192;3509007
Caiuá;2013;541;324;217;3509106
Caiuá;2014;564;343;221;3509106
Caiuá;2015;543;327;216;3509106
Caiuá;2016;592;354;238;3509106
Caiuá;2017;545;321;224;3509106
Cajamar;2013;41352;24348;17004;3509205
Cajamar;2014;43747;25741;18006;3509205
Cajamar;2015;41787;24343;17444;3509205
Cajamar;2016;38347;22406;15941;3509205
Cajamar;2017;37601;22473;15128;3509205
Cajati;2013;5659;4035;1624;3509254
Cajati;2014;5802;4145;1657;3509254
Cajati;2015;5822;4099;1723;3509254
Cajati;2016;5835;4142;1693;3509254
Cajati;2017;6335;4524;1811;3509254
Cajobi;2013;1373;738;635;3509304
Cajobi;2014;1341;681;660;3509304
Cajobi;2015;1320;666;654;3509304
Cajobi;2016;1311;685;626;3509304
Cajobi;2017;1358;732;626;3509304
Cajuru;2013;4842;2639;2203;3509403
Cajuru;2014;4813;2554;2259;3509403
Cajuru;2015;4886;2602;2284;3509403
Cajuru;2016;4811;2469;2342;3509403
Cajuru;2017;4747;2582;2165;3509403
Campina do Monte Alegre;2013;843;434;409;3509452
Campina do Monte Alegre;2014;718;386;332;3509452
Campina do Monte Alegre;2015;704;391;313;3509452
Campina do Monte Alegre;2016;681;370;311;3509452
Campina do Monte Alegre;2017;679;372;307;3509452
Campinas;2013;436561;233370;203191;3509502
Campinas;2014;439864;234230;205634;3509502
Campinas;2015;418860;224221;194639;3509502
Campinas;2016;408258;214116;194142;3509502
Campinas;2017;405324;212083;193241;3509502
Campo Limpo Paulista;2013;13560;8435;5125;3509601
Campo Limpo Paulista;2014;13193;8195;4998;3509601
Campo Limpo Paulista;2015;12789;7795;4994;3509601
Campo Limpo Paulista;2016;12303;7506;4797;3509601
Campo Limpo Paulista;2017;12870;7937;4933;3509601
Campos do Jordão;2013;12474;6372;6102;3509700
Campos do Jordão;2014;12819;6545;6274;3509700
Campos do Jordão;2015;12948;6631;6317;3509700
Campos do Jordão;2016;12441;6522;5919;3509700
Campos do Jordão;2017;12283;6450;5833;3509700
Campos Novos Paulista;2013;637;419;218;3509809
Campos Novos Paulista;2014;586;369;217;3509809
Campos Novos Paulista;2015;662;420;242;3509809
Campos Novos Paulista;2016;642;399;243;3509809
Campos Novos Paulista;2017;715;459;256;3509809
Cananéia;2013;1410;823;587;3509908
Cananéia;2014;1445;834;611;3509908
Cananéia;2015;1605;909;696;3509908
Cananéia;2016;1506;841;665;3509908
Cananéia;2017;1586;867;719;3509908
Canas;2013;773;522;251;3509957
Canas;2014;1539;1247;292;3509957
Canas;2015;1506;1192;314;3509957
Canas;2016;1419;1122;297;3509957
Canas;2017;1385;1090;295;3509957
Cândido Mota;2013;5103;3243;1860;3510005
Cândido Mota;2014;4931;3085;1846;3510005
Cândido Mota;2015;5120;3204;1916;3510005
Cândido Mota;2016;5119;3198;1921;3510005
Cândido Mota;2017;5326;3390;1936;3510005
Cândido Rodrigues;2013;664;336;328;3510104
Cândido Rodrigues;2014;689;359;330;3510104
Cândido Rodrigues;2015;727;372;355;3510104
Cândido Rodrigues;2016;730;393;337;3510104
Cândido Rodrigues;2017;709;379;330;3510104
Canitar;2013;899;606;293;3510153
Canitar;2014;790;526;264;3510153
Canitar;2015;1037;752;285;3510153
Canitar;2016;730;478;252;3510153
Canitar;2017;699;460;239;3510153
Capão Bonito;2013;7661;4623;3038;3510203
Capão Bonito;2014;7658;4556;3102;3510203
Capão Bonito;2015;7781;4662;3119;3510203
Capão Bonito;2016;8001;4850;3151;3510203
Capão Bonito;2017;8240;5015;3225;3510203
Capela do Alto;2013;3648;2079;1569;3510302
Capela do Alto;2014;3155;1807;1348;3510302
Capela do Alto;2015;3536;2070;1466;3510302
Capela do Alto;2016;3474;2073;1401;3510302
Capela do Alto;2017;3566;2159;1407;3510302
Capivari;2013;15305;8858;6447;3510401
Capivari;2014;14872;8458;6414;3510401
Capivari;2015;13913;7780;6133;3510401
Capivari;2016;14026;7879;6147;3510401
Capivari;2017;14710;8182;6528;3510401
Caraguatatuba;2013;22322;11240;11082;3510500
Caraguatatuba;2014;22538;11285;11253;3510500
Caraguatatuba;2015;22426;11150;11276;3510500
Caraguatatuba;2016;23102;11932;11170;3510500
Caraguatatuba;2017;23524;12148;11376;3510500
Carapicuíba;2013;45284;24108;21176;3510609
Carapicuíba;2014;38361;21916;16445;3510609
Carapicuíba;2015;37303;21635;15668;3510609
Carapicuíba;2016;35524;19980;15544;3510609
Carapicuíba;2017;35888;20479;15409;3510609
Cardoso;2013;1385;735;650;3510708
Cardoso;2014;1502;808;694;3510708
Cardoso;2015;1461;792;669;3510708
Cardoso;2016;1423;768;655;3510708
Cardoso;2017;1439;804;635;3510708
Casa Branca;2013;6581;3968;2613;3510807
Casa Branca;2014;6463;3893;2570;3510807
Casa Branca;2015;6547;3950;2597;3510807
Casa Branca;2016;6243;3756;2487;3510807
Casa Branca;2017;6676;4020;2656;3510807
Cássia dos Coqueiros;2013;486;267;219;3510906
Cássia dos Coqueiros;2014;490;254;236;3510906
Cássia dos Coqueiros;2015;483;251;232;3510906
Cássia dos Coqueiros;2016;461;234;227;3510906
Cássia dos Coqueiros;2017;508;246;262;3510906
Castilho;2013;3345;2154;1191;3511003
Castilho;2014;3493;2162;1331;3511003
Castilho;2015;3247;1978;1269;3511003
Castilho;2016;3082;1947;1135;3511003
Castilho;2017;3131;1985;1146;3511003
Catanduva;2013;40126;23424;16702;3511102
Catanduva;2014;41171;24576;16595;3511102
Catanduva;2015;36719;20938;15781;3511102
Catanduva;2016;34888;19876;15012;3511102
Catanduva;2017;34545;19968;14577;3511102
Catiguá;2013;1012;629;383;3511201
Catiguá;2014;961;580;381;3511201
Catiguá;2015;957;558;399;3511201
Catiguá;2016;941;565;376;3511201
Catiguá;2017;821;471;350;3511201
Caçapava;2013;22263;14007;8256;3508504
Caçapava;2014;22628;13945;8683;3508504
